Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
323: It is Parallelepiped: a = 7, b = 20, c = 19. SurfaceArea = 1306.000000.
324: It is Parallelepiped: a = 20, b = 7, c = 19. SurfaceArea = 1306.000000.
325: It is Parallelepiped: a = 19, b = 20, c = 7. SurfaceArea = 1306.000000.
326: It is Parallelepiped: a = 7, b = 20, c = 19. SurfaceArea = 1306.000000.
327: It is Parallelepiped: a = 15, b = 10, c = 20. SurfaceArea = 1300.000000.
328: It is Parallelepiped: a = 20, b = 15, c = 10. SurfaceArea = 1300.000000.
329: It is Parallelepiped: a = 18, b = 18, c = 9. SurfaceArea = 1296.000000.
330: It is Parallelepiped: a = 9, b = 18, c = 18. SurfaceArea = 1296.000000.
331: It is Parallelepiped: a = 9, b = 18, c = 18. SurfaceArea = 1296.000000.
332: It is Parallelepiped: a = 19, b = 9, c = 17. SurfaceArea = 1294.000000.
333: It is Parallelepiped: a = 9, b = 17, c = 19. SurfaceArea = 1294.000000.
334: It is Parallelepiped: a = 17, b = 9, c = 19. SurfaceArea = 1294.000000.
335: It is Parallelepiped: a = 17, b = 9, c = 19. SurfaceArea = 1294.000000.
336: It is Parallelepiped: a = 15, b = 15, c = 14. SurfaceArea = 1290.000000.
337: It is Parallelepiped: a = 15, b = 14, c = 15. SurfaceArea = 1290.000000.
338: It is Parallelepiped: a = 16, b = 9, c = 20. SurfaceArea = 1288.000000.
339: It is Parallelepiped: a = 16, b = 14, c = 14. SurfaceArea = 1288.000000.
340: It is Parallelepiped: a = 16, b = 14, c = 14. SurfaceArea = 1288.000000.
341: It is Parallelepiped: a = 14, b = 16, c = 14. SurfaceArea = 1288.000000.
342: It is Parallelepiped: a = 14, b = 16, c = 14. SurfaceArea = 1288.000000.
343: It is Parallelepiped: a = 14, b = 16, c = 14. SurfaceArea = 1288.000000.
344: It is Parallelepiped: a = 14, b = 14, c = 16. SurfaceArea = 1288.000000.
345: It is Parallelepiped: a = 16, b = 9, c = 20. SurfaceArea = 1288.000000.
346: It is Parallelepiped: a = 13, b = 14, c = 17. SurfaceArea = 1282.000000.
347: It is Parallelepiped: a = 14, b = 13, c = 17. SurfaceArea = 1282.000000.
348: It is Parallelepiped: a = 14, b = 13, c = 17. SurfaceArea = 1282.000000.
349: It is Parallelepiped: a = 20, b = 6, c = 20. SurfaceArea = 1280.000000.
350: It is Parallelepiped: a = 16, b = 12, c = 16. SurfaceArea = 1280.000000.
351: It is Parallelepiped: a = 16, b = 12, c = 16. SurfaceArea = 1280.000000.
352: It is Parallelepiped: a = 15, b = 17, c = 12. SurfaceArea = 1278.000000.
353: It is Parallelepiped: a = 17, b = 12, c = 15. SurfaceArea = 1278.000000.
354: It is Parallelepiped: a = 12, b = 17, c = 15. SurfaceArea = 1278.000000.
355: It is Parallelepiped: a = 8, b = 18, c = 19. SurfaceArea = 1276.000000.
356: It is Parallelepiped: a = 8, b = 19, c = 18. SurfaceArea = 1276.000000.
357: It is Parallelepiped: a = 13, b = 18, c = 13. SurfaceArea = 1274.000000.
358: It is Parallelepiped: a = 18, b = 12, c = 14. SurfaceArea = 1272.000000.
359: It is Parallelepiped: a = 12, b = 18, c = 14. SurfaceArea = 1272.000000.
360: It is Parallelepiped: a = 12, b = 14, c = 18. SurfaceArea = 1272.000000.
361: It is Parallelepiped: a = 14, b = 18, c = 12. SurfaceArea = 1272.000000.
362: It is Parallelepiped: a = 12, b = 18, c = 14. SurfaceArea = 1272.000000.
363: It is Parallelepiped: a = 16, b = 11, c = 17. SurfaceArea = 1270.000000.
364: It is Parallelepiped: a = 11, b = 16, c = 17. SurfaceArea = 1270.000000.
365: It is Parallelepiped: a = 11, b = 16, c = 17. SurfaceArea = 1270.000000.
366: It is Parallelepiped: a = 17, b = 16, c = 11. SurfaceArea = 1270.000000.
367: It is Parallelepiped: a = 17, b = 16, c = 11. SurfaceArea = 1270.000000.
368: It is Parallelepiped: a = 15, b = 11, c = 18. SurfaceArea = 1266.000000.
369: It is Parallelepiped: a = 13, b = 12, c = 19. SurfaceArea = 1262.000000.
370: It is Parallelepiped: a = 13, b = 19, c = 12. SurfaceArea = 1262.000000.
371: It is Parallelepiped: a = 11, b = 14, c = 19. SurfaceArea = 1258.000000.
372: It is Parallelepiped: a = 19, b = 14, c = 11. SurfaceArea = 1258.000000.
373: It is Parallelepiped: a = 19, b = 11, c = 14. SurfaceArea = 1258.000000.
374: It is Parallelepiped: a = 16, b = 18, c = 10. SurfaceArea = 1256.000000.
375: It is Parallelepiped: a = 10, b = 16, c = 18. SurfaceArea = 1256.000000.
376: It is Parallelepiped: a = 16, b = 18, c = 10. SurfaceArea = 1256.000000.
377: It is Parallelepiped: a = 19, b = 19, c = 7. SurfaceArea = 1254.000000.
378: It is Parallelepiped: a = 20, b = 7, c = 18. SurfaceArea = 1252.000000.
379: It is Parallelepiped: a = 20, b = 18, c = 7. SurfaceArea = 1252.000000.
380: It is Parallelepiped: a = 7, b = 18, c = 20. SurfaceArea = 1252.000000.
381: It is Parallelepiped: a = 15, b = 19, c = 10. SurfaceArea = 1250.000000.
382: It is Parallelepiped: a = 20, b = 12, c = 12. SurfaceArea = 1248.000000.
383: It is Parallelepiped: a = 12, b = 12, c = 20. SurfaceArea = 1248.000000.
384: It is Parallelepiped: a = 20, b = 13, c = 11. SurfaceArea = 1246.000000.
385: It is Parallelepiped: a = 9, b = 18, c = 17. SurfaceArea = 1242.000000.
386: It is Parallelepiped: a = 17, b = 9, c = 18. SurfaceArea = 1242.000000.
387: It is Parallelepiped: a = 17, b = 18, c = 9. SurfaceArea = 1242.000000.
388: It is Parallelepiped: a = 17, b = 9, c = 18. SurfaceArea = 1242.000000.
389: It is Parallelepiped: a = 20, b = 10, c = 14. SurfaceArea = 1240.000000.
390: It is Parallelepiped: a = 10, b = 20, c = 14. SurfaceArea = 1240.000000.
391: It is Parallelepiped: a = 20, b = 10, c = 14. SurfaceArea = 1240.000000.
392: It is Parallelepiped: a = 9, b = 16, c = 19. SurfaceArea = 1238.000000.
393: It is Parallelepiped: a = 16, b = 19, c = 9. SurfaceArea = 1238.000000.
394: It is Parallelepiped: a = 14, b = 14, c = 15. SurfaceArea = 1232.000000.
395: It is Parallelepiped: a = 20, b = 9, c = 15. SurfaceArea = 1230.000000.
396: It is Parallelepiped: a = 20, b = 9, c = 15. SurfaceArea = 1230.000000.
397: It is Parallelepiped: a = 9, b = 15, c = 20. SurfaceArea = 1230.000000.
398: It is Parallelepiped: a = 20, b = 19, c = 6. SurfaceArea = 1228.000000.
399: It is Parallelepiped: a = 20, b = 6, c = 19. SurfaceArea = 1228.000000.
400: It is Parallelepiped: a = 13, b = 16, c = 14. SurfaceArea = 1228.000000.
401: It is Parallelepiped: a = 19, b = 6, c = 20. SurfaceArea = 1228.000000.
402: It is Parallelepiped: a = 14, b = 16, c = 13. SurfaceArea = 1228.000000.
403: It is Parallelepiped: a = 14, b = 13, c = 16. SurfaceArea = 1228.000000.
404: It is Parallelepiped: a = 12, b = 15, c = 16. SurfaceArea = 1224.000000.
405: It is Parallelepiped: a = 13, b = 17, c = 13. SurfaceArea = 1222.000000.
406: It is Parallelepiped: a = 13, b = 13, c = 17. SurfaceArea = 1222.000000.
407: It is Parallelepiped: a = 17, b = 13, c = 13. SurfaceArea = 1222.000000.
408: It is Parallelepiped: a = 13, b = 17, c = 13. SurfaceArea = 1222.000000.
409: It is Parallelepiped: a = 13, b = 13, c = 17. SurfaceArea = 1222.000000.
410: It is Parallelepiped: a = 12, b = 14, c = 17. SurfaceArea = 1220.000000.
411: It is Parallelepiped: a = 17, b = 12, c = 14. SurfaceArea = 1220.000000.
412: It is Parallelepiped: a = 16, b = 20, c = 8. SurfaceArea = 1216.000000.
413: It is Parallelepiped: a = 16, b = 20, c = 8. SurfaceArea = 1216.000000.
414: It is Parallelepiped: a = 20, b = 8, c = 16. SurfaceArea = 1216.000000.
415: It is Parallelepiped: a = 16, b = 16, c = 11. SurfaceArea = 1216.000000.
416: It is Parallelepiped: a = 11, b = 17, c = 15. SurfaceArea = 1214.000000.
417: It is Parallelepiped: a = 11, b = 15, c = 17. SurfaceArea = 1214.000000.
418: It is Parallelepiped: a = 17, b = 11, c = 15. SurfaceArea = 1214.000000.
419: It is Parallelepiped: a = 15, b = 17, c = 11. SurfaceArea = 1214.000000.
420: It is Parallelepiped: a = 13, b = 18, c = 12. SurfaceArea = 1212.000000.
421: It is Parallelepiped: a = 13, b = 12, c = 18. SurfaceArea = 1212.000000.
422: It is Parallelepiped: a = 12, b = 18, c = 13. SurfaceArea = 1212.000000.
423: It is Parallelepiped: a = 13, b = 12, c = 18. SurfaceArea = 1212.000000.
424: It is Parallelepiped: a = 18, b = 11, c = 14. SurfaceArea = 1208.000000.
425: It is Parallelepiped: a = 16, b = 10, c = 17. SurfaceArea = 1204.000000.
426: It is Parallelepiped: a = 19, b = 18, c = 7. SurfaceArea = 1202.000000.
427: It is Parallelepiped: a = 18, b = 7, c = 19. SurfaceArea = 1202.000000.
428: It is Parallelepiped: a = 19, b = 18, c = 7. SurfaceArea = 1202.000000.
429: It is Parallelepiped: a = 5, b = 20, c = 20. SurfaceArea = 1200.000000.
430: It is Parallelepiped: a = 10, b = 18, c = 15. SurfaceArea = 1200.000000.
431: It is Parallelepiped: a = 20, b = 5, c = 20. SurfaceArea = 1200.000000.
432: It is Parallelepiped: a = 20, b = 5, c = 20. SurfaceArea = 1200.000000.
433: It is Parallelepiped: a = 10, b = 18, c = 15. SurfaceArea = 1200.000000.
434: It is Parallelepiped: a = 15, b = 10, c = 18. SurfaceArea = 1200.000000.
435: It is Parallelepiped: a = 12, b = 19, c = 12. SurfaceArea = 1200.000000.
436: It is Parallelepiped: a = 20, b = 7, c = 17. SurfaceArea = 1198.000000.
437: It is Parallelepiped: a = 7, b = 20, c = 17. SurfaceArea = 1198.000000.
438: It is Parallelepiped: a = 19, b = 10, c = 14. SurfaceArea = 1192.000000.
439: It is Parallelepiped: a = 14, b = 19, c = 10. SurfaceArea = 1192.000000.
440: It is Parallelepiped: a = 17, b = 9, c = 17. SurfaceArea = 1190.000000.
441: It is Parallelepiped: a = 9, b = 18, c = 16. SurfaceArea = 1188.000000.
442: It is Parallelepiped: a = 16, b = 9, c = 18. SurfaceArea = 1188.000000.
443: It is Parallelepiped: a = 9, b = 16, c = 18. SurfaceArea = 1188.000000.
444: It is Parallelepiped: a = 20, b = 11, c = 12. SurfaceArea = 1184.000000.
445: It is Parallelepiped: a = 15, b = 9, c = 19. SurfaceArea = 1182.000000.
446: It is Parallelepiped: a = 9, b = 19, c = 15. SurfaceArea = 1182.000000.
447: It is Parallelepiped: a = 19, b = 9, c = 15. SurfaceArea = 1182.000000.
448: It is Parallelepiped: a = 13, b = 10, c = 20. SurfaceArea = 1180.000000.
449: It is Parallelepiped: a = 10, b = 13, c = 20. SurfaceArea = 1180.000000.
450: It is Parallelepiped: a = 10, b = 13, c = 20. SurfaceArea = 1180.000000.
451: It is Parallelepiped: a = 20, b = 6, c = 18. SurfaceArea = 1176.000000.
452: It is Parallelepiped: a = 14, b = 15, c = 13. SurfaceArea = 1174.000000.
453: It is Parallelepiped: a = 13, b = 15, c = 14. SurfaceArea = 1174.000000.
454: It is Parallelepiped: a = 14, b = 20, c = 9. SurfaceArea = 1172.000000.
455: It is Parallelepiped: a = 18, b = 17, c = 8. SurfaceArea = 1172.000000.
456: It is Parallelepiped: a = 20, b = 9, c = 14. SurfaceArea = 1172.000000.
457: It is Parallelepiped: a = 14, b = 20, c = 9. SurfaceArea = 1172.000000.
458: It is Parallelepiped: a = 20, b = 9, c = 14. SurfaceArea = 1172.000000.
459: It is Parallelepiped: a = 14, b = 9, c = 20. SurfaceArea = 1172.000000.
460: It is Parallelepiped: a = 13, b = 13, c = 16. SurfaceArea = 1170.000000.
461: It is Parallelepiped: a = 12, b = 15, c = 15. SurfaceArea = 1170.000000.
462: It is Parallelepiped: a = 15, b = 15, c = 12. SurfaceArea = 1170.000000.
463: It is Parallelepiped: a = 13, b = 16, c = 13. SurfaceArea = 1170.000000.
464: It is Parallelepiped: a = 12, b = 16, c = 14. SurfaceArea = 1168.000000.
465: It is Parallelepiped: a = 16, b = 14, c = 12. SurfaceArea = 1168.000000.
466: It is Parallelepiped: a = 19, b = 8, c = 16. SurfaceArea = 1168.000000.
467: It is Parallelepiped: a = 13, b = 12, c = 17. SurfaceArea = 1162.000000.
468: It is Parallelepiped: a = 16, b = 15, c = 11. SurfaceArea = 1162.000000.
469: It is Parallelepiped: a = 16, b = 15, c = 11. SurfaceArea = 1162.000000.
470: It is Parallelepiped: a = 12, b = 17, c = 13. SurfaceArea = 1162.000000.
471: It is Parallelepiped: a = 13, b = 12, c = 17. SurfaceArea = 1162.000000.
472: It is Parallelepiped: a = 16, b = 15, c = 11. SurfaceArea = 1162.000000.
473: It is Parallelepiped: a = 15, b = 20, c = 8. SurfaceArea = 1160.000000.
474: It is Parallelepiped: a = 8, b = 20, c = 15. SurfaceArea = 1160.000000.
475: It is Parallelepiped: a = 20, b = 8, c = 15. SurfaceArea = 1160.000000.
476: It is Parallelepiped: a = 20, b = 8, c = 15. SurfaceArea = 1160.000000.
477: It is Parallelepiped: a = 15, b = 20, c = 8. SurfaceArea = 1160.000000.
478: It is Parallelepiped: a = 14, b = 11, c = 17. SurfaceArea = 1158.000000.
479: It is Parallelepiped: a = 11, b = 14, c = 17. SurfaceArea = 1158.000000.
480: It is Parallelepiped: a = 11, b = 17, c = 14. SurfaceArea = 1158.000000.
481: It is Parallelepiped: a = 17, b = 14, c = 11. SurfaceArea = 1158.000000.
482: It is Parallelepiped: a = 16, b = 10, c = 16. SurfaceArea = 1152.000000.
483: It is Parallelepiped: a = 12, b = 12, c = 18. SurfaceArea = 1152.000000.
484: It is Parallelepiped: a = 12, b = 12, c = 18. SurfaceArea = 1152.000000.
485: It is Parallelepiped: a = 18, b = 7, c = 18. SurfaceArea = 1152.000000.
486: It is Parallelepiped: a = 13, b = 11, c = 18. SurfaceArea = 1150.000000.
487: It is Parallelepiped: a = 19, b = 7, c = 17. SurfaceArea = 1150.000000.
488: It is Parallelepiped: a = 15, b = 17, c = 10. SurfaceArea = 1150.000000.
489: It is Parallelepiped: a = 15, b = 17, c = 10. SurfaceArea = 1150.000000.
490: It is Parallelepiped: a = 10, b = 15, c = 17. SurfaceArea = 1150.000000.
491: It is Parallelepiped: a = 7, b = 19, c = 17. SurfaceArea = 1150.000000.
492: It is Parallelepiped: a = 10, b = 18, c = 14. SurfaceArea = 1144.000000.
493: It is Parallelepiped: a = 7, b = 20, c = 16. SurfaceArea = 1144.000000.
494: It is Parallelepiped: a = 7, b = 16, c = 20. SurfaceArea = 1144.000000.
495: It is Parallelepiped: a = 16, b = 9, c = 17. SurfaceArea = 1138.000000.
496: It is Parallelepiped: a = 17, b = 9, c = 16. SurfaceArea = 1138.000000.
497: It is Parallelepiped: a = 17, b = 9, c = 16. SurfaceArea = 1138.000000.
498: It is Parallelepiped: a = 13, b = 19, c = 10. SurfaceArea = 1134.000000.
499: It is Parallelepiped: a = 9, b = 15, c = 18. SurfaceArea = 1134.000000.
500: It is Parallelepiped: a = 9, b = 18, c = 15. SurfaceArea = 1134.000000.
501: It is Parallelepiped: a = 9, b = 18, c = 15. SurfaceArea = 1134.000000.
502: It is Parallelepiped: a = 9, b = 18, c = 15. SurfaceArea = 1134.000000.
503: It is Parallelepiped: a = 18, b = 15, c = 9. SurfaceArea = 1134.000000.
504: It is Parallelepiped: a = 10, b = 19, c = 13. SurfaceArea = 1134.000000.
505: It is Parallelepiped: a = 9, b = 15, c = 18. SurfaceArea = 1134.000000.
506: It is Parallelepiped: a = 18, b = 19, c = 6. SurfaceArea = 1128.000000.
507: It is Parallelepiped: a = 14, b = 9, c = 19. SurfaceArea = 1126.000000.
508: It is Parallelepiped: a = 19, b = 14, c = 9. SurfaceArea = 1126.000000.
509: It is Parallelepiped: a = 20, b = 17, c = 6. SurfaceArea = 1124.000000.
510: It is Parallelepiped: a = 17, b = 20, c = 6. SurfaceArea = 1124.000000.
511: It is Parallelepiped: a = 20, b = 17, c = 6. SurfaceArea = 1124.000000.
512: It is Parallelepiped: a = 6, b = 17, c = 20. SurfaceArea = 1124.000000.
513: It is Parallelepiped: a = 20, b = 10, c = 12. SurfaceArea = 1120.000000.
514: It is Parallelepiped: a = 14, b = 13, c = 14. SurfaceArea = 1120.000000.
515: It is Parallelepiped: a = 18, b = 8, c = 16. SurfaceArea = 1120.000000.
516: It is Parallelepiped: a = 14, b = 14, c = 13. SurfaceArea = 1120.000000.
517: It is Parallelepiped: a = 4, b = 20, c = 20. SurfaceArea = 1120.000000.
518: It is Parallelepiped: a = 13, b = 14, c = 14. SurfaceArea = 1120.000000.
519: It is Parallelepiped: a = 15, b = 13, c = 13. SurfaceArea = 1118.000000.
520: It is Parallelepiped: a = 13, b = 13, c = 15. SurfaceArea = 1118.000000.
521: It is Parallelepiped: a = 14, b = 15, c = 12. SurfaceArea = 1116.000000.
522: It is Parallelepiped: a = 9, b = 20, c = 13. SurfaceArea = 1114.000000.
523: It is Parallelepiped: a = 20, b = 9, c = 13. SurfaceArea = 1114.000000.
524: It is Parallelepiped: a = 15, b = 19, c = 8. SurfaceArea = 1114.000000.
525: It is Parallelepiped: a = 19, b = 8, c = 15. SurfaceArea = 1114.000000.
526: It is Parallelepiped: a = 19, b = 15, c = 8. SurfaceArea = 1114.000000.
527: It is Parallelepiped: a = 20, b = 9, c = 13. SurfaceArea = 1114.000000.
528: It is Parallelepiped: a = 15, b = 19, c = 8. SurfaceArea = 1114.000000.
529: It is Parallelepiped: a = 20, b = 13, c = 9. SurfaceArea = 1114.000000.
530: It is Parallelepiped: a = 15, b = 19, c = 8. SurfaceArea = 1114.000000.
531: It is Parallelepiped: a = 9, b = 13, c = 20. SurfaceArea = 1114.000000.
532: It is Parallelepiped: a = 13, b = 12, c = 16. SurfaceArea = 1112.000000.
533: It is Parallelepiped: a = 13, b = 12, c = 16. SurfaceArea = 1112.000000.
534: It is Parallelepiped: a = 13, b = 12, c = 16. SurfaceArea = 1112.000000.
535: It is Parallelepiped: a = 12, b = 16, c = 13. SurfaceArea = 1112.000000.
536: It is Parallelepiped: a = 12, b = 13, c = 16. SurfaceArea = 1112.000000.
537: It is Parallelepiped: a = 15, b = 15, c = 11. SurfaceArea = 1110.000000.
538: It is Parallelepiped: a = 15, b = 11, c = 15. SurfaceArea = 1110.000000.
539: It is Parallelepiped: a = 14, b = 16, c = 11. SurfaceArea = 1108.000000.
540: It is Parallelepiped: a = 12, b = 17, c = 12. SurfaceArea = 1104.000000.
541: It is Parallelepiped: a = 17, b = 12, c = 12. SurfaceArea = 1104.000000.
542: It is Parallelepiped: a = 17, b = 11, c = 13. SurfaceArea = 1102.000000.
543: It is Parallelepiped: a = 19, b = 5, c = 19. SurfaceArea = 1102.000000.
544: It is Parallelepiped: a = 5, b = 20, c = 18. SurfaceArea = 1100.000000.
545: It is Parallelepiped: a = 18, b = 20, c = 5. SurfaceArea = 1100.000000.
546: It is Parallelepiped: a = 19, b = 7, c = 16. SurfaceArea = 1098.000000.
547: It is Parallelepiped: a = 14, b = 10, c = 17. SurfaceArea = 1096.000000.
548: It is Parallelepiped: a = 10, b = 17, c = 14. SurfaceArea = 1096.000000.
549: It is Parallelepiped: a = 9, b = 16, c = 16. SurfaceArea = 1088.000000.
550: It is Parallelepiped: a = 18, b = 10, c = 13. SurfaceArea = 1088.000000.
551: It is Parallelepiped: a = 10, b = 18, c = 13. SurfaceArea = 1088.000000.
552: It is Parallelepiped: a = 17, b = 9, c = 15. SurfaceArea = 1086.000000.
553: It is Parallelepiped: a = 6, b = 18, c = 18. SurfaceArea = 1080.000000.
554: It is Parallelepiped: a = 9, b = 18, c = 14. SurfaceArea = 1080.000000.
555: It is Parallelepiped: a = 18, b = 9, c = 14. SurfaceArea = 1080.000000.
556: It is Parallelepiped: a = 18, b = 18, c = 6. SurfaceArea = 1080.000000.
557: It is Parallelepiped: a = 18, b = 6, c = 18. SurfaceArea = 1080.000000.
558: It is Parallelepiped: a = 17, b = 6, c = 19. SurfaceArea = 1078.000000.
559: It is Parallelepiped: a = 19, b = 17, c = 6. SurfaceArea = 1078.000000.
560: It is Parallelepiped: a = 19, b = 12, c = 10. SurfaceArea = 1076.000000.
561: It is Parallelepiped: a = 10, b = 19, c = 12. SurfaceArea = 1076.000000.
562: It is Parallelepiped: a = 6, b = 20, c = 16. SurfaceArea = 1072.000000.
563: It is Parallelepiped: a = 16, b = 17, c = 8. SurfaceArea = 1072.000000.
564: It is Parallelepiped: a = 6, b = 16, c = 20. SurfaceArea = 1072.000000.
565: It is Parallelepiped: a = 6, b = 16, c = 20. SurfaceArea = 1072.000000.
566: It is Parallelepiped: a = 16, b = 20, c = 6. SurfaceArea = 1072.000000.
567: It is Parallelepiped: a = 19, b = 20, c = 4. SurfaceArea = 1072.000000.
568: It is Parallelepiped: a = 16, b = 20, c = 6. SurfaceArea = 1072.000000.
569: It is Parallelepiped: a = 16, b = 6, c = 20. SurfaceArea = 1072.000000.
570: It is Parallelepiped: a = 4, b = 19, c = 20. SurfaceArea = 1072.000000.
571: It is Parallelepiped: a = 4, b = 20, c = 19. SurfaceArea = 1072.000000.
572: It is Parallelepiped: a = 20, b = 19, c = 4. SurfaceArea = 1072.000000.
573: It is Parallelepiped: a = 19, b = 13, c = 9. SurfaceArea = 1070.000000.
574: It is Parallelepiped: a = 18, b = 15, c = 8. SurfaceArea = 1068.000000.
575: It is Parallelepiped: a = 18, b = 8, c = 15. SurfaceArea = 1068.000000.
576: It is Parallelepiped: a = 8, b = 15, c = 18. SurfaceArea = 1068.000000.
577: It is Parallelepiped: a = 8, b = 15, c = 18. SurfaceArea = 1068.000000.
578: It is Parallelepiped: a = 13, b = 13, c = 14. SurfaceArea = 1066.000000.
579: It is Parallelepiped: a = 12, b = 13, c = 15. SurfaceArea = 1062.000000.
