Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
317: It is a parallelepiped, a = 11, b = 20, c = 14, density = 7.509, surface area = 1308.0
318: It is a parallelepiped, a = 16, b = 10, c = 19, density = 14.772, surface area = 1308.0
319: It is a parallelepiped, a = 16, b = 19, c = 10, density = 8.353, surface area = 1308.0
320: It is a parallelepiped, a = 10, b = 19, c = 16, density = 0.139, surface area = 1308.0
321: It is a parallelepiped, a = 20, b = 7, c = 19, density = 3.259, surface area = 1306.0
322: It is a parallelepiped, a = 7, b = 19, c = 20, density = 0.902, surface area = 1306.0
323: It is a parallelepiped, a = 19, b = 20, c = 7, density = 3.681, surface area = 1306.0
324: It is a parallelepiped, a = 20, b = 19, c = 7, density = 0.56, surface area = 1306.0
325: It is a parallelepiped, a = 15, b = 10, c = 20, density = 17.959, surface area = 1300.0
326: It is a parallelepiped, a = 15, b = 10, c = 20, density = 10.507, surface area = 1300.0
327: It is a parallelepiped, a = 9, b = 18, c = 18, density = 0.905, surface area = 1296.0
328: It is a parallelepiped, a = 9, b = 17, c = 19, density = 5.903, surface area = 1294.0
329: It is a parallelepiped, a = 15, b = 15, c = 14, density = 5.121, surface area = 1290.0
330: It is a parallelepiped, a = 15, b = 14, c = 15, density = 6.622, surface area = 1290.0
331: It is a parallelepiped, a = 15, b = 15, c = 14, density = 13.412, surface area = 1290.0
332: It is a parallelepiped, a = 14, b = 16, c = 14, density = 17.064, surface area = 1288.0
333: It is a parallelepiped, a = 9, b = 20, c = 16, density = 19.25, surface area = 1288.0
334: It is a parallelepiped, a = 16, b = 20, c = 9, density = 19.383, surface area = 1288.0
335: It is a parallelepiped, a = 13, b = 16, c = 15, density = 13.362, surface area = 1286.0
336: It is a parallelepiped, a = 13, b = 15, c = 16, density = 15.124, surface area = 1286.0
337: It is a parallelepiped, a = 13, b = 16, c = 15, density = 6.688, surface area = 1286.0
338: It is a parallelepiped, a = 16, b = 15, c = 13, density = 10.975, surface area = 1286.0
339: It is a parallelepiped, a = 14, b = 17, c = 13, density = 8.711, surface area = 1282.0
340: It is a parallelepiped, a = 17, b = 14, c = 13, density = 13.271, surface area = 1282.0
341: It is a parallelepiped, a = 6, b = 20, c = 20, density = 14.169, surface area = 1280.0
342: It is a parallelepiped, a = 17, b = 12, c = 15, density = 6.927, surface area = 1278.0
343: It is a parallelepiped, a = 15, b = 17, c = 12, density = 9.335, surface area = 1278.0
344: It is a parallelepiped, a = 12, b = 17, c = 15, density = 16.381, surface area = 1278.0
345: It is a parallelepiped, a = 15, b = 12, c = 17, density = 14.408, surface area = 1278.0
346: It is a parallelepiped, a = 18, b = 8, c = 19, density = 18.399, surface area = 1276.0
347: It is a parallelepiped, a = 18, b = 8, c = 19, density = 1.275, surface area = 1276.0
348: It is a parallelepiped, a = 20, b = 17, c = 8, density = 16.76, surface area = 1272.0
349: It is a parallelepiped, a = 18, b = 14, c = 12, density = 6.317, surface area = 1272.0
350: It is a parallelepiped, a = 17, b = 20, c = 8, density = 13.78, surface area = 1272.0
351: It is a parallelepiped, a = 17, b = 11, c = 16, density = 2.02, surface area = 1270.0
352: It is a parallelepiped, a = 16, b = 17, c = 11, density = 9.001, surface area = 1270.0
353: It is a parallelepiped, a = 17, b = 16, c = 11, density = 19.707, surface area = 1270.0
354: It is a parallelepiped, a = 11, b = 17, c = 16, density = 0.226, surface area = 1270.0
355: It is a parallelepiped, a = 18, b = 15, c = 11, density = 5.72, surface area = 1266.0
356: It is a parallelepiped, a = 15, b = 18, c = 11, density = 15.096, surface area = 1266.0
357: It is a parallelepiped, a = 12, b = 13, c = 19, density = 8.62, surface area = 1262.0
358: It is a parallelepiped, a = 14, b = 19, c = 11, density = 15.721, surface area = 1258.0
359: It is a parallelepiped, a = 10, b = 17, c = 17, density = 2.708, surface area = 1258.0
360: It is a parallelepiped, a = 10, b = 18, c = 16, density = 0.885, surface area = 1256.0
361: It is a parallelepiped, a = 10, b = 16, c = 18, density = 11.28, surface area = 1256.0
362: It is a parallelepiped, a = 19, b = 7, c = 19, density = 12.346, surface area = 1254.0
363: It is a parallelepiped, a = 7, b = 20, c = 18, density = 9.969, surface area = 1252.0
364: It is a parallelepiped, a = 20, b = 7, c = 18, density = 8.705, surface area = 1252.0
365: It is a parallelepiped, a = 19, b = 15, c = 10, density = 14.741, surface area = 1250.0
366: It is a parallelepiped, a = 15, b = 19, c = 10, density = 16.835, surface area = 1250.0
367: It is a parallelepiped, a = 20, b = 11, c = 13, density = 18.131, surface area = 1246.0
368: It is a parallelepiped, a = 11, b = 13, c = 20, density = 14.487, surface area = 1246.0
369: It is a parallelepiped, a = 11, b = 13, c = 20, density = 6.358, surface area = 1246.0
370: It is a parallelepiped, a = 13, b = 11, c = 20, density = 19.288, surface area = 1246.0
371: It is a parallelepiped, a = 13, b = 11, c = 20, density = 3.551, surface area = 1246.0
372: It is a parallelepiped, a = 11, b = 13, c = 20, density = 19.165, surface area = 1246.0
373: It is a parallelepiped, a = 17, b = 18, c = 9, density = 13.278, surface area = 1242.0
374: It is a parallelepiped, a = 18, b = 9, c = 17, density = 14.755, surface area = 1242.0
375: It is a parallelepiped, a = 10, b = 14, c = 20, density = 16.806, surface area = 1240.0
376: It is a parallelepiped, a = 10, b = 20, c = 14, density = 13.24, surface area = 1240.0
377: It is a parallelepiped, a = 19, b = 9, c = 16, density = 17.938, surface area = 1238.0
378: It is a parallelepiped, a = 9, b = 16, c = 19, density = 13.316, surface area = 1238.0
379: It is a parallelepiped, a = 19, b = 9, c = 16, density = 4.794, surface area = 1238.0
380: It is a parallelepiped, a = 19, b = 9, c = 16, density = 8.305, surface area = 1238.0
381: It is a parallelepiped, a = 19, b = 16, c = 9, density = 19.465, surface area = 1238.0
382: It is a parallelepiped, a = 19, b = 16, c = 9, density = 11.243, surface area = 1238.0
383: It is a parallelepiped, a = 14, b = 14, c = 15, density = 4.872, surface area = 1232.0
384: It is a parallelepiped, a = 14, b = 14, c = 15, density = 16.187, surface area = 1232.0
385: It is a parallelepiped, a = 9, b = 15, c = 20, density = 5.677, surface area = 1230.0
386: It is a parallelepiped, a = 13, b = 15, c = 15, density = 4.484, surface area = 1230.0
387: It is a parallelepiped, a = 15, b = 15, c = 13, density = 11.335, surface area = 1230.0
388: It is a parallelepiped, a = 20, b = 15, c = 9, density = 11.537, surface area = 1230.0
389: It is a parallelepiped, a = 16, b = 14, c = 13, density = 4.026, surface area = 1228.0
390: It is a parallelepiped, a = 20, b = 6, c = 19, density = 6.364, surface area = 1228.0
391: It is a parallelepiped, a = 14, b = 13, c = 16, density = 16.958, surface area = 1228.0
392: It is a parallelepiped, a = 13, b = 16, c = 14, density = 11.656, surface area = 1228.0
393: It is a parallelepiped, a = 8, b = 18, c = 18, density = 3.359, surface area = 1224.0
394: It is a parallelepiped, a = 18, b = 8, c = 18, density = 15.128, surface area = 1224.0
395: It is a parallelepiped, a = 12, b = 15, c = 16, density = 10.542, surface area = 1224.0
396: It is a parallelepiped, a = 8, b = 19, c = 17, density = 6.411, surface area = 1222.0
397: It is a parallelepiped, a = 19, b = 8, c = 17, density = 15.287, surface area = 1222.0
398: It is a parallelepiped, a = 8, b = 17, c = 19, density = 6.229, surface area = 1222.0
399: It is a parallelepiped, a = 17, b = 14, c = 12, density = 3.711, surface area = 1220.0
400: It is a parallelepiped, a = 14, b = 17, c = 12, density = 18.038, surface area = 1220.0
401: It is a parallelepiped, a = 12, b = 14, c = 17, density = 9.99, surface area = 1220.0
402: It is a parallelepiped, a = 11, b = 16, c = 16, density = 1.707, surface area = 1216.0
403: It is a parallelepiped, a = 16, b = 8, c = 20, density = 7.924, surface area = 1216.0
404: It is a parallelepiped, a = 16, b = 8, c = 20, density = 6.788, surface area = 1216.0
405: It is a parallelepiped, a = 8, b = 16, c = 20, density = 17.059, surface area = 1216.0
406: It is a parallelepiped, a = 8, b = 16, c = 20, density = 5.146, surface area = 1216.0
407: It is a parallelepiped, a = 11, b = 17, c = 15, density = 12.963, surface area = 1214.0
408: It is a parallelepiped, a = 17, b = 11, c = 15, density = 3.521, surface area = 1214.0
409: It is a parallelepiped, a = 11, b = 15, c = 17, density = 8.635, surface area = 1214.0
410: It is a parallelepiped, a = 18, b = 12, c = 13, density = 0.562, surface area = 1212.0
411: It is a parallelepiped, a = 12, b = 13, c = 18, density = 9.371, surface area = 1212.0
412: It is a parallelepiped, a = 18, b = 12, c = 13, density = 16.283, surface area = 1212.0
413: It is a parallelepiped, a = 18, b = 14, c = 11, density = 15.223, surface area = 1208.0
414: It is a parallelepiped, a = 11, b = 14, c = 18, density = 6.916, surface area = 1208.0
415: It is a parallelepiped, a = 10, b = 17, c = 16, density = 16.985, surface area = 1204.0
416: It is a parallelepiped, a = 17, b = 10, c = 16, density = 8.42, surface area = 1204.0
417: It is a parallelepiped, a = 7, b = 19, c = 18, density = 2.304, surface area = 1202.0
418: It is a parallelepiped, a = 7, b = 19, c = 18, density = 4.943, surface area = 1202.0
419: It is a parallelepiped, a = 12, b = 12, c = 19, density = 19.102, surface area = 1200.0
420: It is a parallelepiped, a = 12, b = 12, c = 19, density = 8.07, surface area = 1200.0
421: It is a parallelepiped, a = 19, b = 12, c = 12, density = 12.558, surface area = 1200.0
422: It is a parallelepiped, a = 7, b = 17, c = 20, density = 4.191, surface area = 1198.0
423: It is a parallelepiped, a = 7, b = 17, c = 20, density = 6.372, surface area = 1198.0
424: It is a parallelepiped, a = 13, b = 19, c = 11, density = 8.776, surface area = 1198.0
425: It is a parallelepiped, a = 11, b = 13, c = 19, density = 9.632, surface area = 1198.0
426: It is a parallelepiped, a = 19, b = 13, c = 11, density = 19.006, surface area = 1198.0
427: It is a parallelepiped, a = 11, b = 13, c = 19, density = 0.657, surface area = 1198.0
428: It is a parallelepiped, a = 7, b = 20, c = 17, density = 13.986, surface area = 1198.0
429: It is a parallelepiped, a = 7, b = 20, c = 17, density = 4.51, surface area = 1198.0
430: It is a parallelepiped, a = 7, b = 17, c = 20, density = 18.609, surface area = 1198.0
431: It is a parallelepiped, a = 17, b = 7, c = 20, density = 0.86, surface area = 1198.0
432: It is a parallelepiped, a = 19, b = 14, c = 10, density = 3.442, surface area = 1192.0
433: It is a parallelepiped, a = 10, b = 19, c = 14, density = 2.786, surface area = 1192.0
434: It is a parallelepiped, a = 19, b = 10, c = 14, density = 6.047, surface area = 1192.0
435: It is a parallelepiped, a = 17, b = 9, c = 17, density = 15.627, surface area = 1190.0
436: It is a parallelepiped, a = 17, b = 17, c = 9, density = 11.618, surface area = 1190.0
437: It is a parallelepiped, a = 16, b = 9, c = 18, density = 16.907, surface area = 1188.0
438: It is a parallelepiped, a = 9, b = 18, c = 16, density = 2.08, surface area = 1188.0
439: It is a parallelepiped, a = 9, b = 16, c = 18, density = 17.912, surface area = 1188.0
440: It is a parallelepiped, a = 15, b = 19, c = 9, density = 5.438, surface area = 1182.0
441: It is a parallelepiped, a = 15, b = 9, c = 19, density = 9.507, surface area = 1182.0
442: It is a parallelepiped, a = 9, b = 19, c = 15, density = 1.558, surface area = 1182.0
443: It is a parallelepiped, a = 19, b = 15, c = 9, density = 18.44, surface area = 1182.0
444: It is a parallelepiped, a = 10, b = 13, c = 20, density = 16.931, surface area = 1180.0
445: It is a parallelepiped, a = 20, b = 10, c = 13, density = 6.138, surface area = 1180.0
446: It is a parallelepiped, a = 13, b = 10, c = 20, density = 15.849, surface area = 1180.0
447: It is a parallelepiped, a = 13, b = 10, c = 20, density = 10.564, surface area = 1180.0
448: It is a parallelepiped, a = 6, b = 19, c = 19, density = 4.024, surface area = 1178.0
449: It is a parallelepiped, a = 13, b = 14, c = 15, density = 7.084, surface area = 1174.0
450: It is a parallelepiped, a = 8, b = 17, c = 18, density = 1.966, surface area = 1172.0
451: It is a parallelepiped, a = 8, b = 18, c = 17, density = 3.014, surface area = 1172.0
452: It is a parallelepiped, a = 20, b = 9, c = 14, density = 6.297, surface area = 1172.0
453: It is a parallelepiped, a = 18, b = 8, c = 17, density = 13.129, surface area = 1172.0
454: It is a parallelepiped, a = 8, b = 17, c = 18, density = 6.986, surface area = 1172.0
455: It is a parallelepiped, a = 16, b = 13, c = 13, density = 4.316, surface area = 1170.0
456: It is a parallelepiped, a = 15, b = 12, c = 15, density = 17.208, surface area = 1170.0
457: It is a parallelepiped, a = 16, b = 13, c = 13, density = 17.085, surface area = 1170.0
458: It is a parallelepiped, a = 19, b = 16, c = 8, density = 4.95, surface area = 1168.0
459: It is a parallelepiped, a = 16, b = 12, c = 14, density = 5.285, surface area = 1168.0
460: It is a parallelepiped, a = 8, b = 16, c = 19, density = 7.581, surface area = 1168.0
461: It is a parallelepiped, a = 16, b = 19, c = 8, density = 13.677, surface area = 1168.0
462: It is a parallelepiped, a = 16, b = 14, c = 12, density = 1.366, surface area = 1168.0
463: It is a parallelepiped, a = 16, b = 12, c = 14, density = 6.148, surface area = 1168.0
464: It is a parallelepiped, a = 12, b = 17, c = 13, density = 9.198, surface area = 1162.0
465: It is a parallelepiped, a = 15, b = 16, c = 11, density = 17.734, surface area = 1162.0
466: It is a parallelepiped, a = 15, b = 16, c = 11, density = 4.901, surface area = 1162.0
467: It is a parallelepiped, a = 13, b = 12, c = 17, density = 15.288, surface area = 1162.0
468: It is a parallelepiped, a = 16, b = 11, c = 15, density = 12.062, surface area = 1162.0
469: It is a parallelepiped, a = 8, b = 15, c = 20, density = 13.792, surface area = 1160.0
470: It is a parallelepiped, a = 20, b = 8, c = 15, density = 18.972, surface area = 1160.0
471: It is a parallelepiped, a = 20, b = 8, c = 15, density = 8.426, surface area = 1160.0
472: It is a parallelepiped, a = 18, b = 12, c = 12, density = 11.677, surface area = 1152.0
473: It is a parallelepiped, a = 12, b = 12, c = 18, density = 1.639, surface area = 1152.0
474: It is a parallelepiped, a = 13, b = 11, c = 18, density = 11.65, surface area = 1150.0
475: It is a parallelepiped, a = 19, b = 20, c = 5, density = 4.439, surface area = 1150.0
476: It is a parallelepiped, a = 13, b = 18, c = 11, density = 14.28, surface area = 1150.0
477: It is a parallelepiped, a = 19, b = 7, c = 17, density = 18.074, surface area = 1150.0
478: It is a parallelepiped, a = 11, b = 13, c = 18, density = 3.332, surface area = 1150.0
479: It is a parallelepiped, a = 17, b = 15, c = 10, density = 12.617, surface area = 1150.0
480: It is a parallelepiped, a = 20, b = 5, c = 19, density = 13.714, surface area = 1150.0
481: It is a parallelepiped, a = 17, b = 15, c = 10, density = 19.404, surface area = 1150.0
482: It is a parallelepiped, a = 18, b = 11, c = 13, density = 15.928, surface area = 1150.0
483: It is a parallelepiped, a = 18, b = 11, c = 13, density = 14.65, surface area = 1150.0
484: It is a parallelepiped, a = 19, b = 20, c = 5, density = 4.8, surface area = 1150.0
485: It is a parallelepiped, a = 17, b = 10, c = 15, density = 8.096, surface area = 1150.0
486: It is a parallelepiped, a = 11, b = 18, c = 13, density = 1.119, surface area = 1150.0
487: It is a parallelepiped, a = 14, b = 18, c = 10, density = 5.143, surface area = 1144.0
488: It is a parallelepiped, a = 18, b = 10, c = 14, density = 1.078, surface area = 1144.0
489: It is a parallelepiped, a = 14, b = 18, c = 10, density = 18.952, surface area = 1144.0
490: It is a parallelepiped, a = 20, b = 7, c = 16, density = 5.621, surface area = 1144.0
