Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
317: It is a parallelepiped, a = 20, b = 19, c = 7, density = 7.709, surface area = 1306.0
318: It is a parallelepiped, a = 19, b = 7, c = 20, density = 16.27, surface area = 1306.0
319: It is a parallelepiped, a = 10, b = 15, c = 20, density = 4.679, surface area = 1300.0
320: It is a parallelepiped, a = 17, b = 19, c = 9, density = 1.971, surface area = 1294.0
321: It is a parallelepiped, a = 19, b = 9, c = 17, density = 3.437, surface area = 1294.0
322: It is a parallelepiped, a = 17, b = 9, c = 19, density = 14.339, surface area = 1294.0
323: It is a parallelepiped, a = 19, b = 17, c = 9, density = 5.909, surface area = 1294.0
324: It is a parallelepiped, a = 9, b = 19, c = 17, density = 6.262, surface area = 1294.0
325: It is a parallelepiped, a = 9, b = 19, c = 17, density = 12.509, surface area = 1294.0
326: It is a parallelepiped, a = 9, b = 17, c = 19, density = 15.228, surface area = 1294.0
327: It is a parallelepiped, a = 9, b = 19, c = 17, density = 5.861, surface area = 1294.0
328: It is a parallelepiped, a = 15, b = 14, c = 15, density = 5.633, surface area = 1290.0
329: It is a parallelepiped, a = 15, b = 14, c = 15, density = 17.372, surface area = 1290.0
330: It is a parallelepiped, a = 9, b = 20, c = 16, density = 6.98, surface area = 1288.0
331: It is a parallelepiped, a = 16, b = 9, c = 20, density = 4.446, surface area = 1288.0
332: It is a parallelepiped, a = 14, b = 14, c = 16, density = 3.569, surface area = 1288.0
333: It is a parallelepiped, a = 14, b = 16, c = 14, density = 11.346, surface area = 1288.0
334: It is a parallelepiped, a = 9, b = 20, c = 16, density = 15.485, surface area = 1288.0
335: It is a parallelepiped, a = 16, b = 15, c = 13, density = 3.971, surface area = 1286.0
336: It is a parallelepiped, a = 16, b = 13, c = 15, density = 13.797, surface area = 1286.0
337: It is a parallelepiped, a = 14, b = 17, c = 13, density = 18.249, surface area = 1282.0
338: It is a parallelepiped, a = 13, b = 17, c = 14, density = 14.002, surface area = 1282.0
339: It is a parallelepiped, a = 14, b = 17, c = 13, density = 1.226, surface area = 1282.0
340: It is a parallelepiped, a = 16, b = 12, c = 16, density = 10.81, surface area = 1280.0
341: It is a parallelepiped, a = 16, b = 16, c = 12, density = 9.735, surface area = 1280.0
342: It is a parallelepiped, a = 12, b = 16, c = 16, density = 7.673, surface area = 1280.0
343: It is a parallelepiped, a = 12, b = 17, c = 15, density = 13.035, surface area = 1278.0
344: It is a parallelepiped, a = 12, b = 17, c = 15, density = 0.841, surface area = 1278.0
345: It is a parallelepiped, a = 8, b = 18, c = 19, density = 13.721, surface area = 1276.0
346: It is a parallelepiped, a = 8, b = 18, c = 19, density = 14.133, surface area = 1276.0
347: It is a parallelepiped, a = 13, b = 18, c = 13, density = 10.875, surface area = 1274.0
348: It is a parallelepiped, a = 18, b = 12, c = 14, density = 4.637, surface area = 1272.0
349: It is a parallelepiped, a = 8, b = 20, c = 17, density = 15.28, surface area = 1272.0
350: It is a parallelepiped, a = 20, b = 8, c = 17, density = 6.815, surface area = 1272.0
351: It is a parallelepiped, a = 16, b = 17, c = 11, density = 12.655, surface area = 1270.0
352: It is a parallelepiped, a = 16, b = 17, c = 11, density = 6.562, surface area = 1270.0
353: It is a parallelepiped, a = 11, b = 17, c = 16, density = 10.951, surface area = 1270.0
354: It is a parallelepiped, a = 16, b = 17, c = 11, density = 7.666, surface area = 1270.0
355: It is a parallelepiped, a = 17, b = 11, c = 16, density = 2.639, surface area = 1270.0
356: It is a parallelepiped, a = 18, b = 15, c = 11, density = 6.642, surface area = 1266.0
357: It is a parallelepiped, a = 18, b = 15, c = 11, density = 11.677, surface area = 1266.0
358: It is a parallelepiped, a = 18, b = 11, c = 15, density = 19.986, surface area = 1266.0
359: It is a parallelepiped, a = 18, b = 11, c = 15, density = 8.15, surface area = 1266.0
360: It is a parallelepiped, a = 12, b = 13, c = 19, density = 2.051, surface area = 1262.0
361: It is a parallelepiped, a = 11, b = 14, c = 19, density = 11.589, surface area = 1258.0
362: It is a parallelepiped, a = 19, b = 11, c = 14, density = 3.584, surface area = 1258.0
363: It is a parallelepiped, a = 10, b = 17, c = 17, density = 11.445, surface area = 1258.0
364: It is a parallelepiped, a = 10, b = 17, c = 17, density = 5.147, surface area = 1258.0
365: It is a parallelepiped, a = 10, b = 17, c = 17, density = 4.806, surface area = 1258.0
366: It is a parallelepiped, a = 14, b = 19, c = 11, density = 18.057, surface area = 1258.0
367: It is a parallelepiped, a = 17, b = 10, c = 17, density = 2.227, surface area = 1258.0
368: It is a parallelepiped, a = 17, b = 17, c = 10, density = 5.809, surface area = 1258.0
369: It is a parallelepiped, a = 18, b = 7, c = 20, density = 14.965, surface area = 1252.0
370: It is a parallelepiped, a = 18, b = 20, c = 7, density = 13.374, surface area = 1252.0
371: It is a parallelepiped, a = 19, b = 10, c = 15, density = 0.284, surface area = 1250.0
372: It is a parallelepiped, a = 10, b = 19, c = 15, density = 14.005, surface area = 1250.0
373: It is a parallelepiped, a = 10, b = 15, c = 19, density = 7.043, surface area = 1250.0
374: It is a parallelepiped, a = 12, b = 12, c = 20, density = 5.32, surface area = 1248.0
375: It is a parallelepiped, a = 12, b = 20, c = 12, density = 17.026, surface area = 1248.0
376: It is a parallelepiped, a = 12, b = 12, c = 20, density = 17.4, surface area = 1248.0
377: It is a parallelepiped, a = 11, b = 20, c = 13, density = 19.693, surface area = 1246.0
378: It is a parallelepiped, a = 20, b = 13, c = 11, density = 14.911, surface area = 1246.0
379: It is a parallelepiped, a = 10, b = 14, c = 20, density = 3.65, surface area = 1240.0
380: It is a parallelepiped, a = 14, b = 20, c = 10, density = 15.842, surface area = 1240.0
381: It is a parallelepiped, a = 20, b = 10, c = 14, density = 19.044, surface area = 1240.0
382: It is a parallelepiped, a = 19, b = 16, c = 9, density = 11.947, surface area = 1238.0
383: It is a parallelepiped, a = 9, b = 16, c = 19, density = 2.218, surface area = 1238.0
384: It is a parallelepiped, a = 15, b = 9, c = 20, density = 5.988, surface area = 1230.0
385: It is a parallelepiped, a = 13, b = 15, c = 15, density = 6.432, surface area = 1230.0
386: It is a parallelepiped, a = 15, b = 15, c = 13, density = 4.247, surface area = 1230.0
387: It is a parallelepiped, a = 15, b = 13, c = 15, density = 17.937, surface area = 1230.0
388: It is a parallelepiped, a = 16, b = 13, c = 14, density = 6.656, surface area = 1228.0
389: It is a parallelepiped, a = 14, b = 16, c = 13, density = 4.878, surface area = 1228.0
390: It is a parallelepiped, a = 20, b = 19, c = 6, density = 1.565, surface area = 1228.0
391: It is a parallelepiped, a = 19, b = 6, c = 20, density = 15.799, surface area = 1228.0
392: It is a parallelepiped, a = 15, b = 12, c = 16, density = 19.735, surface area = 1224.0
393: It is a parallelepiped, a = 16, b = 12, c = 15, density = 4.426, surface area = 1224.0
394: It is a parallelepiped, a = 16, b = 15, c = 12, density = 9.879, surface area = 1224.0
395: It is a parallelepiped, a = 18, b = 18, c = 8, density = 9.657, surface area = 1224.0
396: It is a parallelepiped, a = 19, b = 8, c = 17, density = 4.85, surface area = 1222.0
397: It is a parallelepiped, a = 19, b = 17, c = 8, density = 1.682, surface area = 1222.0
398: It is a parallelepiped, a = 17, b = 19, c = 8, density = 15.434, surface area = 1222.0
399: It is a parallelepiped, a = 19, b = 8, c = 17, density = 1.836, surface area = 1222.0
400: It is a parallelepiped, a = 17, b = 13, c = 13, density = 10.359, surface area = 1222.0
401: It is a parallelepiped, a = 17, b = 8, c = 19, density = 1.018, surface area = 1222.0
402: It is a parallelepiped, a = 17, b = 12, c = 14, density = 1.04, surface area = 1220.0
403: It is a parallelepiped, a = 14, b = 12, c = 17, density = 9.913, surface area = 1220.0
404: It is a parallelepiped, a = 16, b = 20, c = 8, density = 8.233, surface area = 1216.0
405: It is a parallelepiped, a = 8, b = 20, c = 16, density = 13.301, surface area = 1216.0
406: It is a parallelepiped, a = 16, b = 8, c = 20, density = 2.211, surface area = 1216.0
407: It is a parallelepiped, a = 16, b = 16, c = 11, density = 10.705, surface area = 1216.0
408: It is a parallelepiped, a = 16, b = 20, c = 8, density = 4.541, surface area = 1216.0
409: It is a parallelepiped, a = 16, b = 20, c = 8, density = 19.091, surface area = 1216.0
410: It is a parallelepiped, a = 11, b = 15, c = 17, density = 3.285, surface area = 1214.0
411: It is a parallelepiped, a = 14, b = 11, c = 18, density = 1.836, surface area = 1208.0
412: It is a parallelepiped, a = 11, b = 18, c = 14, density = 1.158, surface area = 1208.0
413: It is a parallelepiped, a = 11, b = 18, c = 14, density = 6.712, surface area = 1208.0
414: It is a parallelepiped, a = 17, b = 10, c = 16, density = 11.54, surface area = 1204.0
415: It is a parallelepiped, a = 10, b = 16, c = 17, density = 11.681, surface area = 1204.0
416: It is a parallelepiped, a = 10, b = 16, c = 17, density = 8.376, surface area = 1204.0
417: It is a parallelepiped, a = 17, b = 16, c = 10, density = 2.492, surface area = 1204.0
418: It is a parallelepiped, a = 17, b = 10, c = 16, density = 17.785, surface area = 1204.0
419: It is a parallelepiped, a = 17, b = 10, c = 16, density = 6.541, surface area = 1204.0
420: It is a parallelepiped, a = 18, b = 19, c = 7, density = 18.364, surface area = 1202.0
421: It is a parallelepiped, a = 20, b = 5, c = 20, density = 0.839, surface area = 1200.0
422: It is a parallelepiped, a = 10, b = 18, c = 15, density = 12.185, surface area = 1200.0
423: It is a parallelepiped, a = 20, b = 5, c = 20, density = 15.129, surface area = 1200.0
424: It is a parallelepiped, a = 12, b = 12, c = 19, density = 8.309, surface area = 1200.0
425: It is a parallelepiped, a = 17, b = 20, c = 7, density = 19.367, surface area = 1198.0
426: It is a parallelepiped, a = 13, b = 19, c = 11, density = 8.551, surface area = 1198.0
427: It is a parallelepiped, a = 17, b = 20, c = 7, density = 0.353, surface area = 1198.0
428: It is a parallelepiped, a = 17, b = 17, c = 9, density = 12.964, surface area = 1190.0
429: It is a parallelepiped, a = 9, b = 17, c = 17, density = 4.277, surface area = 1190.0
430: It is a parallelepiped, a = 9, b = 17, c = 17, density = 17.508, surface area = 1190.0
431: It is a parallelepiped, a = 9, b = 17, c = 17, density = 8.267, surface area = 1190.0
432: It is a parallelepiped, a = 17, b = 17, c = 9, density = 7.393, surface area = 1190.0
433: It is a parallelepiped, a = 9, b = 18, c = 16, density = 2.571, surface area = 1188.0
434: It is a parallelepiped, a = 16, b = 18, c = 9, density = 12.029, surface area = 1188.0
435: It is a parallelepiped, a = 18, b = 9, c = 16, density = 18.21, surface area = 1188.0
436: It is a parallelepiped, a = 16, b = 9, c = 18, density = 15.817, surface area = 1188.0
437: It is a parallelepiped, a = 18, b = 9, c = 16, density = 12.284, surface area = 1188.0
438: It is a parallelepiped, a = 9, b = 16, c = 18, density = 15.771, surface area = 1188.0
439: It is a parallelepiped, a = 9, b = 16, c = 18, density = 2.864, surface area = 1188.0
440: It is a parallelepiped, a = 16, b = 18, c = 9, density = 4.813, surface area = 1188.0
441: It is a parallelepiped, a = 15, b = 19, c = 9, density = 6.331, surface area = 1182.0
442: It is a parallelepiped, a = 19, b = 9, c = 15, density = 18.446, surface area = 1182.0
443: It is a parallelepiped, a = 15, b = 19, c = 9, density = 13.584, surface area = 1182.0
444: It is a parallelepiped, a = 9, b = 15, c = 19, density = 4.425, surface area = 1182.0
445: It is a parallelepiped, a = 15, b = 19, c = 9, density = 14.798, surface area = 1182.0
446: It is a parallelepiped, a = 20, b = 10, c = 13, density = 16.876, surface area = 1180.0
447: It is a parallelepiped, a = 20, b = 13, c = 10, density = 0.409, surface area = 1180.0
448: It is a parallelepiped, a = 6, b = 19, c = 19, density = 14.756, surface area = 1178.0
449: It is a parallelepiped, a = 19, b = 6, c = 19, density = 17.696, surface area = 1178.0
450: It is a parallelepiped, a = 18, b = 6, c = 20, density = 6.693, surface area = 1176.0
451: It is a parallelepiped, a = 14, b = 15, c = 13, density = 4.029, surface area = 1174.0
452: It is a parallelepiped, a = 14, b = 13, c = 15, density = 18.023, surface area = 1174.0
453: It is a parallelepiped, a = 14, b = 20, c = 9, density = 4.5, surface area = 1172.0
454: It is a parallelepiped, a = 8, b = 17, c = 18, density = 6.065, surface area = 1172.0
455: It is a parallelepiped, a = 20, b = 9, c = 14, density = 7.64, surface area = 1172.0
456: It is a parallelepiped, a = 8, b = 17, c = 18, density = 1.985, surface area = 1172.0
457: It is a parallelepiped, a = 9, b = 20, c = 14, density = 11.309, surface area = 1172.0
458: It is a parallelepiped, a = 17, b = 18, c = 8, density = 19.53, surface area = 1172.0
459: It is a parallelepiped, a = 15, b = 12, c = 15, density = 15.507, surface area = 1170.0
460: It is a parallelepiped, a = 12, b = 15, c = 15, density = 15.226, surface area = 1170.0
461: It is a parallelepiped, a = 12, b = 14, c = 16, density = 5.311, surface area = 1168.0
462: It is a parallelepiped, a = 14, b = 16, c = 12, density = 1.349, surface area = 1168.0
463: It is a parallelepiped, a = 16, b = 19, c = 8, density = 12.704, surface area = 1168.0
464: It is a parallelepiped, a = 19, b = 16, c = 8, density = 4.022, surface area = 1168.0
465: It is a parallelepiped, a = 12, b = 17, c = 13, density = 9.359, surface area = 1162.0
466: It is a parallelepiped, a = 16, b = 15, c = 11, density = 8.398, surface area = 1162.0
467: It is a parallelepiped, a = 15, b = 11, c = 16, density = 3.408, surface area = 1162.0
468: It is a parallelepiped, a = 12, b = 17, c = 13, density = 13.497, surface area = 1162.0
469: It is a parallelepiped, a = 8, b = 20, c = 15, density = 5.713, surface area = 1160.0
470: It is a parallelepiped, a = 8, b = 20, c = 15, density = 15.569, surface area = 1160.0
471: It is a parallelepiped, a = 15, b = 20, c = 8, density = 16.704, surface area = 1160.0
472: It is a parallelepiped, a = 11, b = 17, c = 14, density = 2.567, surface area = 1158.0
473: It is a parallelepiped, a = 14, b = 17, c = 11, density = 13.211, surface area = 1158.0
474: It is a parallelepiped, a = 17, b = 14, c = 11, density = 3.546, surface area = 1158.0
475: It is a parallelepiped, a = 11, b = 14, c = 17, density = 19.41, surface area = 1158.0
476: It is a parallelepiped, a = 18, b = 12, c = 12, density = 12.557, surface area = 1152.0
477: It is a parallelepiped, a = 18, b = 18, c = 7, density = 14.862, surface area = 1152.0
478: It is a parallelepiped, a = 16, b = 10, c = 16, density = 9.423, surface area = 1152.0
479: It is a parallelepiped, a = 5, b = 19, c = 20, density = 10.676, surface area = 1150.0
480: It is a parallelepiped, a = 15, b = 10, c = 17, density = 18.162, surface area = 1150.0
481: It is a parallelepiped, a = 7, b = 19, c = 17, density = 18.428, surface area = 1150.0
482: It is a parallelepiped, a = 10, b = 15, c = 17, density = 18.585, surface area = 1150.0
483: It is a parallelepiped, a = 15, b = 17, c = 10, density = 10.123, surface area = 1150.0
484: It is a parallelepiped, a = 18, b = 13, c = 11, density = 1.048, surface area = 1150.0
485: It is a parallelepiped, a = 7, b = 17, c = 19, density = 11.911, surface area = 1150.0
486: It is a parallelepiped, a = 19, b = 17, c = 7, density = 5.514, surface area = 1150.0
487: It is a parallelepiped, a = 18, b = 14, c = 10, density = 9.938, surface area = 1144.0
488: It is a parallelepiped, a = 10, b = 18, c = 14, density = 4.154, surface area = 1144.0
489: It is a parallelepiped, a = 11, b = 19, c = 12, density = 10.954, surface area = 1138.0
490: It is a parallelepiped, a = 16, b = 9, c = 17, density = 10.873, surface area = 1138.0
